Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Business address,Number of patrons,x coordinate,y coordinate,Location
2002,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),508-514 Flinders Street MELBOURNE 3000,400,144.9572,-37.8202,POINT (144.9572 -37.8202)
2002,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),561-585 Spencer Street MELBOURNE 3000,100,144.9552,-37.8202,POINT (144.9552 -37.8202)
2002,11,108972,108972,10-22 Spencer Street MELBOURNE 3000,Melbourne (CBD),10-22 Spencer Street MELBOURNE 3000,50,144.9552,-37.8205,POINT (144.9552 -37.8205)
2002,13,108058,108058,7-11 Queen Street MELBOURNE 3000,Melbourne (CBD),"Basement , 11 Queen Street MELBOURNE 3000",210,144.9619,-37.8186,POINT (144.9619 -37.8186)
2002,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),"Ground , 20-24 Bond Street MELBOURNE 3000",280,144.9631,-37.8181,POINT (144.9631 -37.8181)
2002,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, 1-5 Elizabeth Street MELBOURNE 3000",270,144.9646,-37.8181,POINT (144.9646 -37.8181)
2002,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),35 Elizabeth Street MELBOURNE 3000,350,144.9643,-37.8174,POINT (144.9643 -37.8174)
2002,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),347 Flinders Lane MELBOURNE 3000,200,144.9630,-37.8178,POINT (144.963 -37.8178)
2002,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.9653,-37.8172,POINT (144.9653 -37.8172)
2002,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),1-7 Swanston Street MELBOURNE 3000,450,144.9670,-37.8174,POINT (144.967 -37.8174)
2002,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),187 Flinders Lane MELBOURNE 3000,80,144.9684,-37.8164,POINT (144.9684 -37.8164)
2002,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Ground , 191 Flinders Street MELBOURNE 3000",100,144.9685,-37.8166,POINT (144.9685 -37.8166)
2002,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.9705,-37.8157,POINT (144.9705 -37.8157)
2002,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 415 Collins Street MELBOURNE 3000",70,144.9609,-37.8175,POINT (144.9609 -37.8175)
2002,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),"Part Level 1, 525 Collins Street MELBOURNE 3000",250,144.9575,-37.8175,POINT (144.9575 -37.8175)
2002,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Ground , 425 Little Collins Street MELBOURNE 3000",170,144.9605,-37.8163,POINT (144.9605 -37.8163)
2002,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.9601,-37.8164,POINT (144.9601 -37.8164)
2002,34,110669,110668,353 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 25 Little Collins Street MELBOURNE 3000",230,144.9631,-37.8159,POINT (144.9631 -37.8159)
2002,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 290 Collins Street MELBOURNE 3000",450,144.9644,-37.8155,POINT (144.9644 -37.8155)
2002,35,102143,102143,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,144.9649,-37.8154,POINT (144.9649 -37.8154)
2002,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Basement , 125 Swanston Street MELBOURNE 3000",800,144.9658,-37.8147,POINT (144.9658 -37.8147)
2002,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),86A Collins Street MELBOURNE 3000,291,144.9706,-37.8139,POINT (144.9706 -37.8139)
2002,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),"Part Ground , 120 King Street MELBOURNE 3000",300,144.9564,-37.8170,POINT (144.9564 -37.817)
2002,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",400,144.9605,-37.8155,POINT (144.9605 -37.8155)
2002,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.9676,-37.8132,POINT (144.9676 -37.8132)
2002,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),10 Little Collins Street MELBOURNE 3000,150,144.9676,-37.8139,POINT (144.9676 -37.8139)
2002,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),115-127 Russell Street MELBOURNE 3000,414,144.9682,-37.8137,POINT (144.9682 -37.8137)
2002,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),41 Bourke Street MELBOURNE 3000,100,144.9720,-37.8119,POINT (144.972 -37.8119)
2002,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),62-66 Little Collins Street MELBOURNE 3000,300,144.9714,-37.8128,POINT (144.9714 -37.8128)
2002,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),1 Spring Street MELBOURNE 3000,500,144.9729,-37.8120,POINT (144.9729 -37.812)
2002,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Level 1, 184-186 Bourke Street MELBOURNE 3000",150,144.9677,-37.8127,POINT (144.9677 -37.8127)
2002,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 163-165 Russell Street MELBOURNE 3000",300,144.9676,-37.8125,POINT (144.9676 -37.8125)
2002,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),21-25 Croft Alley MELBOURNE 3000,250,144.9691,-37.8121,POINT (144.9691 -37.8121)
2002,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),2-8 Bourke Street MELBOURNE 3000,350,144.9727,-37.8112,POINT (144.9727 -37.8112)
2002,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.9706,-37.8112,POINT (144.9706 -37.8112)
2002,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),19 Little Bourke Street MELBOURNE 3000,350,144.9720,-37.8107,POINT (144.972 -37.8107)
2002,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),597-603 Lonsdale Street MELBOURNE 3000,675,144.9545,-37.8149,POINT (144.9545 -37.8149)
2002,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),204-208 King Street MELBOURNE 3000,383,144.9555,-37.8152,POINT (144.9555 -37.8152)
2002,64,104376,104376,14-20 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),14-20 A'Beckett Street MELBOURNE 3000,200,144.9607,-37.8133,POINT (144.9607 -37.8133)
2002,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.9656,-37.8121,POINT (144.9656 -37.8121)
2002,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.9672,-37.8116,POINT (144.9672 -37.8116)
2002,67,103605,103605,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),231-233 Exhibition Street MELBOURNE 3000,120,144.9695,-37.8105,POINT (144.9695 -37.8105)
2002,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Part 234 Russell Street MELBOURNE 3000,170,144.9676,-37.8110,POINT (144.9676 -37.811)
2002,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),277-287 King Street MELBOURNE 3000,200,144.9542,-37.8137,POINT (144.9542 -37.8137)
2002,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),263-267 William Street MELBOURNE 3000,300,144.9566,-37.8129,POINT (144.9566 -37.8129)
2002,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.9607,-37.8121,POINT (144.9607 -37.8121)
2002,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Level 1, 391-0 Little Lonsdale Street MELBOURNE 3000",175,144.9603,-37.8119,POINT (144.9603 -37.8119)
2002,77,108580,108580,244-246 Russell Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 246 Russell Street MELBOURNE 3000",200,144.9673,-37.8105,POINT (144.9673 -37.8105)
2002,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.9700,-37.8094,POINT (144.97 -37.8094)
2002,78,110716,105763,42-44 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),42-44 Lonsdale Street MELBOURNE 3000,260,144.9710,-37.8091,POINT (144.971 -37.8091)
2002,78,108991,108991,267-271 Spring Street MELBOURNE 3000,Melbourne (CBD),267 Spring Street MELBOURNE 3000,200,144.9714,-37.8086,POINT (144.9714 -37.8086)
2002,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),"Ground  & Levels 1, 315-321 Elizabeth Street MELBOURNE 3000",250,144.9615,-37.8112,POINT (144.9615 -37.8112)
2002,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),293-299 La Trobe Street MELBOURNE 3000,160,144.9605,-37.8108,POINT (144.9605 -37.8108)
2002,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),9-13 Drewery Place MELBOURNE 3000,303,144.9640,-37.8113,POINT (144.964 -37.8113)
2002,87,101023,101023,25 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),25 Bennetts Lane MELBOURNE 3000,360,144.9676,-37.8089,POINT (144.9676 -37.8089)
2002,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),106 Little Lonsdale Street MELBOURNE 3000,60,144.9686,-37.8092,POINT (144.9686 -37.8092)
2002,87,108565,108565,312-318 Russell Street MELBOURNE 3000,Melbourne (CBD),312 Russell Street MELBOURNE 3000,250,144.9668,-37.8093,POINT (144.9668 -37.8093)
2002,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",150,144.9632,-37.8090,POINT (144.9632 -37.809)
2002,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),442-450 Elizabeth Street MELBOURNE 3000,365,144.9609,-37.8083,POINT (144.9609 -37.8083)
2002,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),427-433 Swanston Street MELBOURNE 3000,486,144.9629,-37.8085,POINT (144.9629 -37.8085)
2002,114,109493,109493,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),143-151 Therry Street MELBOURNE 3000,230,144.9584,-37.8079,POINT (144.9584 -37.8079)
2002,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),502-504 Elizabeth Street MELBOURNE 3000,180,144.9604,-37.8072,POINT (144.9604 -37.8072)
2002,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),34-38 Franklin Street MELBOURNE 3000,125,144.9616,-37.8075,POINT (144.9616 -37.8075)
2002,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,1 Spencer Street DOCKLANDS 3005,130,144.9550,-37.8227,POINT (144.955 -37.8227)
2002,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,377 Cardigan Street CARLTON 3053,239,144.9658,-37.7973,POINT (144.9658 -37.7973)
2002,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,414 Lygon Street CARLTON 3053,120,144.9678,-37.7969,POINT (144.9678 -37.7969)
2002,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,415 Rathdowne Street CARLTON 3053,50,144.9704,-37.7965,POINT (144.9704 -37.7965)
2002,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,223 Canning Street CARLTON 3053,600,144.9734,-37.7930,POINT (144.9734 -37.793)
2002,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,"Ground , 192 Lygon Street CARLTON 3053",200,144.9671,-37.8025,POINT (144.9671 -37.8025)
2002,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,"Ground , 160 Lygon Street CARLTON 3053",500,144.9668,-37.8034,POINT (144.9668 -37.8034)
2002,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,91 Cardigan Street CARLTON 3053,50,144.9645,-37.8045,POINT (144.9645 -37.8045)
2002,255,109366,109366,594-600 Swanston Street CARLTON 3053,Carlton,125 Swanston Street CARLTON 3053,250,144.9639,-37.8028,POINT (144.9639 -37.8028)
2002,266,106081,106081,27-31 Lygon Street CARLTON 3053,Carlton,27 Lygon Street CARLTON 3053,350,144.9657,-37.8062,POINT (144.9657 -37.8062)
2002,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,"Part Ground 0, 66-0 Lygon Street CARLTON 3053",80,144.9666,-37.8053,POINT (144.9666 -37.8053)
2002,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Grattan Street PARKVILLE 3010,611,144.9612,-37.7969,POINT (144.9612 -37.7969)
2002,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Grattan Street PARKVILLE 3010,200,144.9612,-37.7969,POINT (144.9612 -37.7969)
2002,315,100514,100514,204-206 Arden Street NORTH MELBOURNE 3051,North Melbourne,33 Arden Street NORTH MELBOURNE 3051,210,144.9414,-37.7989,POINT (144.9414 -37.7989)
2002,315,100514,100514,204-206 Arden Street NORTH MELBOURNE 3051,North Melbourne,23 Arden Street NORTH MELBOURNE 3051,90,144.9414,-37.7989,POINT (144.9414 -37.7989)
2002,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,33 Errol Street NORTH MELBOURNE 3051,220,144.9490,-37.8041,POINT (144.949 -37.8041)
2002,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,161 Errol Street NORTH MELBOURNE 3051,50,144.9496,-37.8012,POINT (144.9496 -37.8012)
2002,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,46 Leveson Street NORTH MELBOURNE 3051,400,144.9515,-37.8037,POINT (144.9515 -37.8037)
2002,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,240 Victoria Street NORTH MELBOURNE 3051,150,144.9581,-37.8059,POINT (144.9581 -37.8059)
2002,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,86-90 Errol Street NORTH MELBOURNE 3051,140,144.9500,-37.8029,POINT (144.95 -37.8029)
2002,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,5 Flemington Road NORTH MELBOURNE 3051,230,144.9558,-37.8014,POINT (144.9558 -37.8014)
2002,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,42 Courtney Street NORTH MELBOURNE 3051,120,144.9540,-37.8014,POINT (144.954 -37.8014)
2002,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,56 Courtney Street NORTH MELBOURNE 3051,317,144.9530,-37.8009,POINT (144.953 -37.8009)
2002,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,75 Flemington Road NORTH MELBOURNE 3051,670,144.9533,-37.7990,POINT (144.9533 -37.799)
2002,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),65 Peel Street WEST MELBOURNE 3003,140,144.9555,-37.8067,POINT (144.9555 -37.8067)
2002,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,178 Wellington Parade EAST MELBOURNE 3002,200,144.9835,-37.8158,POINT (144.9835 -37.8158)
2002,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,180 Wellington Parade EAST MELBOURNE 3002,144,144.9835,-37.8158,POINT (144.9835 -37.8158)
2002,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Part 0-0 Brunton Avenue JOLIMONT 3002,2545,144.9831,-37.8200,POINT (144.9831 -37.82)
2002,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),375 St Kilda Road MELBOURNE 3004,120,144.9755,-37.8351,POINT (144.9755 -37.8351)
2002,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,3 Southgate Avenue SOUTHBANK 3006,300,144.9663,-37.8207,POINT (144.9663 -37.8207)
2002,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),"Part Ground , 499 St Kilda Road MELBOURNE 3004",500,144.9791,-37.8433,POINT (144.9791 -37.8433)
2002,859,109512,109512,146W-150W Toorak Road SOUTH YARRA 3141,South Yarra,"Front Floor 1, 146W Toorak Road SOUTH YARRA 3141",100,144.9844,-37.8376,POINT (144.9844 -37.8376)
2002,915,108456,108456,43-49 Royal Parade PARKVILLE 3052,Parkville,43 Royal Parade PARKVILLE 3052,120,144.9575,-37.7955,POINT (144.9575 -37.7955)
2002,1103,558180,558180,94-148 Harbour Esplanade DOCKLANDS 3008,Docklands,"Part Level 1, 140-0 Harbour Esplanade DOCKLANDS 3008",500,144.9475,-37.8167,POINT (144.9475 -37.8167)
2003,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),508-514 Flinders Street MELBOURNE 3000,400,144.9572,-37.8202,POINT (144.9572 -37.8202)
2003,11,108971,108971,24-40 Spencer Street MELBOURNE 3000,Melbourne (CBD),561-585 Spencer Street MELBOURNE 3000,100,144.9552,-37.8202,POINT (144.9552 -37.8202)
2003,11,108972,108972,10-22 Spencer Street MELBOURNE 3000,Melbourne (CBD),10-22 Spencer Street MELBOURNE 3000,50,144.9552,-37.8205,POINT (144.9552 -37.8205)
2003,13,108058,108058,7-11 Queen Street MELBOURNE 3000,Melbourne (CBD),"Basement , 11 Queen Street MELBOURNE 3000",210,144.9619,-37.8186,POINT (144.9619 -37.8186)
2003,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),"Ground , 20-24 Bond Street MELBOURNE 3000",280,144.9631,-37.8181,POINT (144.9631 -37.8181)
2003,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, 1-5 Elizabeth Street MELBOURNE 3000",270,144.9646,-37.8181,POINT (144.9646 -37.8181)
2003,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),35 Elizabeth Street MELBOURNE 3000,350,144.9643,-37.8174,POINT (144.9643 -37.8174)
2003,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),347 Flinders Lane MELBOURNE 3000,200,144.9630,-37.8178,POINT (144.963 -37.8178)
2003,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.9653,-37.8172,POINT (144.9653 -37.8172)
2003,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),1-7 Swanston Street MELBOURNE 3000,450,144.9670,-37.8174,POINT (144.967 -37.8174)
2003,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),187 Flinders Lane MELBOURNE 3000,80,144.9684,-37.8164,POINT (144.9684 -37.8164)
2003,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),"Ground , 191 Flinders Street MELBOURNE 3000",100,144.9685,-37.8166,POINT (144.9685 -37.8166)
2003,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.9705,-37.8157,POINT (144.9705 -37.8157)
2003,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 415 Collins Street MELBOURNE 3000",70,144.9609,-37.8175,POINT (144.9609 -37.8175)
2003,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),"Part Level 1, 525 Collins Street MELBOURNE 3000",250,144.9575,-37.8175,POINT (144.9575 -37.8175)
2003,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Ground , 425 Little Collins Street MELBOURNE 3000",170,144.9605,-37.8163,POINT (144.9605 -37.8163)
2003,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.9601,-37.8164,POINT (144.9601 -37.8164)
2003,34,110669,110668,353 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 25 Little Collins Street MELBOURNE 3000",230,144.9631,-37.8159,POINT (144.9631 -37.8159)
2003,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),"Basement , 290 Collins Street MELBOURNE 3000",450,144.9644,-37.8155,POINT (144.9644 -37.8155)
2003,35,102143,102143,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,144.9649,-37.8154,POINT (144.9649 -37.8154)
2003,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),"Basement , 125 Swanston Street MELBOURNE 3000",800,144.9658,-37.8147,POINT (144.9658 -37.8147)
2003,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),86A Collins Street MELBOURNE 3000,291,144.9706,-37.8139,POINT (144.9706 -37.8139)
2003,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),"Part Ground , 120 King Street MELBOURNE 3000",300,144.9564,-37.8170,POINT (144.9564 -37.817)
2003,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",400,144.9605,-37.8155,POINT (144.9605 -37.8155)
2003,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.9676,-37.8132,POINT (144.9676 -37.8132)
2003,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),10 Little Collins Street MELBOURNE 3000,150,144.9676,-37.8139,POINT (144.9676 -37.8139)
2003,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),115-127 Russell Street MELBOURNE 3000,414,144.9682,-37.8137,POINT (144.9682 -37.8137)
2003,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),41 Bourke Street MELBOURNE 3000,100,144.9720,-37.8119,POINT (144.972 -37.8119)
2003,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),62-66 Little Collins Street MELBOURNE 3000,300,144.9714,-37.8128,POINT (144.9714 -37.8128)
2003,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),1 Spring Street MELBOURNE 3000,500,144.9729,-37.8120,POINT (144.9729 -37.812)
2003,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Level 1, 184-186 Bourke Street MELBOURNE 3000",150,144.9677,-37.8127,POINT (144.9677 -37.8127)
2003,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 163-165 Russell Street MELBOURNE 3000",300,144.9676,-37.8125,POINT (144.9676 -37.8125)
2003,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),21-25 Croft Alley MELBOURNE 3000,250,144.9691,-37.8121,POINT (144.9691 -37.8121)
2003,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),2-8 Bourke Street MELBOURNE 3000,350,144.9727,-37.8112,POINT (144.9727 -37.8112)
2003,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",190,144.9706,-37.8112,POINT (144.9706 -37.8112)
2003,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),19 Little Bourke Street MELBOURNE 3000,350,144.9720,-37.8107,POINT (144.972 -37.8107)
2003,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),597-603 Lonsdale Street MELBOURNE 3000,675,144.9545,-37.8149,POINT (144.9545 -37.8149)
2003,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),204-208 King Street MELBOURNE 3000,383,144.9555,-37.8152,POINT (144.9555 -37.8152)
2003,64,104376,104376,14-20 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),14-20 A'Beckett Street MELBOURNE 3000,200,144.9607,-37.8133,POINT (144.9607 -37.8133)
2003,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.9656,-37.8121,POINT (144.9656 -37.8121)
2003,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.9672,-37.8116,POINT (144.9672 -37.8116)
2003,67,103605,103605,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),231-233 Exhibition Street MELBOURNE 3000,120,144.9695,-37.8105,POINT (144.9695 -37.8105)
2003,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Part 234 Russell Street MELBOURNE 3000,170,144.9676,-37.8110,POINT (144.9676 -37.811)
2003,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),277-287 King Street MELBOURNE 3000,200,144.9542,-37.8137,POINT (144.9542 -37.8137)
2003,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),263-267 William Street MELBOURNE 3000,300,144.9566,-37.8129,POINT (144.9566 -37.8129)
2003,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.9607,-37.8121,POINT (144.9607 -37.8121)
2003,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),"Level 1, 391-0 Little Lonsdale Street MELBOURNE 3000",175,144.9603,-37.8119,POINT (144.9603 -37.8119)
2003,77,108580,108580,244-246 Russell Street MELBOURNE 3000,Melbourne (CBD),"Floor 1, 246 Russell Street MELBOURNE 3000",200,144.9673,-37.8105,POINT (144.9673 -37.8105)
2003,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.9700,-37.8094,POINT (144.97 -37.8094)
2003,78,110716,105763,42-44 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),42-44 Lonsdale Street MELBOURNE 3000,260,144.9710,-37.8091,POINT (144.971 -37.8091)
2003,78,108991,108991,267-271 Spring Street MELBOURNE 3000,Melbourne (CBD),267 Spring Street MELBOURNE 3000,200,144.9714,-37.8086,POINT (144.9714 -37.8086)
